,Company_name,Rank
2504,SHIVA GLOBAL AGRO INDUSTRIES LIMITED,Rank 3
2505,BIHARIJI ISPAT UDYOG LIMITED,Rank 3
2506,AUTO PINS (INDIA) LTD.,Rank 3
2507,PERFECTPAC LIMITED,Rank 3
2508,"CALCOM VISION LTD.,",Rank 3
2509,PALM JEWELS LIMITED,Rank 3
2510,POPULAR ESTATE MANAGEMENT LTD,Rank 3
2511,"WIRES & FABRIKS (SA) LTD.,",Rank 3
2512,HARDWYN INDIA LIMITED,Rank 3
2513,SURYA INDUSTRIAL CORPORATION LTD.,Rank 3
2514,PRATIBHA INDUSTRIES LTD.,Rank 3
2515,CG-VAK SOFTWARE & EXPORTS LTD.,Rank 3
2516,ACKNIT INDUSTRIES LTD,Rank 3
2517,VMS INDUSTRIES LIMITED,Rank 3
2518,PURPLE ENTERTAINMENT LIMITED,Rank 3
2519,TRANSCHEM LIMITED.,Rank 3
2520,SIDDHARTH EDUCATION SERVICES LIMITED,Rank 3
2521,MISQUITA ENGINEERING LIMITED,Rank 3
2522,SIR SHADI LAL ENTERPRISES LTD,Rank 3
2523,KRISHNA VENTURES LIMITED,Rank 3
2524,SUMEET INDUSTRIES LTD,Rank 3
2525,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.,Rank 3
2526,KPT INDUSTRIES LIMITED,Rank 3
2527,AREX INDUSTRIES LTD.,Rank 3
2528,JIGAR CABLES LIMITED,Rank 3
2529,ANGLO-FRENCH DRUGS & INDUSTRIES LIMITED,Rank 3
2530,ALPINE HOUSING DEVELOPMENT CORPORAT,Rank 3
2531,SAGAR DIAMONDS LIMITED,Rank 3
2532,AMRAPALI INDUSTRIES LTD,Rank 3
2533,POONA DAL AND OIL INDUSTRIES LTD.,Rank 3
2534,PROVOGUE (INDIA) LTD.,Rank 3
2535,WILLIAM MAGOR & COMPANY LIMITED,Rank 3
2536,ALACRITY SECURITIES LIMITED,Rank 3
2537,BRAND REALTY SERVICES LIMITED,Rank 3
2538,JET INFRAVENTURE LIMITED,Rank 3
2539,HCKK VENTURES LIMITED,Rank 3
2540,DJ MEDIAPRINT & LOGISTICS LIMITED,Rank 3
2541,"SARASWATI COMMERCIAL (INDIA) LTD.,",Rank 3
2542,SHARDA ISPAT LTD.,Rank 3
2543,SHETRON LTD.,Rank 3
2544,UNISON METALS LTD,Rank 3
2545,BIL ENERGY SYSTEMS LIMITED,Rank 3
2546,MARVEL VINYLS LTD,Rank 3
2547,TIJARIA POLYPIPES LIMITED,Rank 3
2548,SIMPLEX CASTINGS LTD.,Rank 3
2549,"VICTORIA MILLS LTD.,",Rank 3
2550,N.G.INDUSTRIES LTD.,Rank 3
2551,SIBAR AUTO PARTS LTD.,Rank 3
2552,SPENTA INTERNATIONAL LTD.,Rank 3
2553,OMKAR PHARMACHEM LTD.,Rank 3
2554,KAUSAMBI VANIJYA LIMITED,Rank 3
2555,ODYSSEY TECHNOLOGIES LTD.,Rank 3
2556,DHANLAXMI FABRICS LTD.,Rank 3
2557,SANGAM HEALTH CARE PRODUCTS LTD.,Rank 3
2558,AMRAPALI FINCAP LIMITED,Rank 3
2559,CIL NOVA PETROCHEMICALS LIMITED,Rank 3
2560,"RAS RESORTS & APART HOTELS LTD.,",Rank 3
2561,DIVINUS FABRICS LIMITED,Rank 3
2562,GOLDSTONE TECHNOLOGIES LTD.,Rank 3
2563,RCL RETAIL LIMITED,Rank 3
2564,VIRAT LEASING LIMITED,Rank 3
2565,DYNAVISION LIMITED,Rank 3
2566,"JINDAL HOTELS LTD.,",Rank 3
2567,SUNIL HITECH ENGINEERS LIMITED,Rank 3
2568,"WILLARD INDIA LTD.,",Rank 3
2569,VALIANT COMMUNICATIONS LTD.,Rank 3
2570,V R FILMS & STUDIOS LIMITED,Rank 3
2571,CHARTERED CAPITAL & INVESTMENT LTD.,Rank 3
2572,WAGEND INFRA VENTURE LIMITED,Rank 3
2573,AMBA ENTERPRISES LTD.,Rank 3
2574,ANUBHAV INFRASTRUCTURE LIMITED,Rank 3
2575,JITF INFRALOGISTICS LIMITED,Rank 3
2576,JOINTECA EDUCATION SOLUTIONS LIMITED,Rank 3
2577,SHRI NIWAS LEASING AND FINANCE LIMITED,Rank 3
2578,SOMI CONVEYOR BELTINGS LIMITED,Rank 3
2579,NEL HOLDINGS LIMITED,Rank 3
2580,"NATIONAL OXYGEN LTD.,",Rank 3
2581,DANLAW TECHNOLOGIES INDIA LTD.,Rank 3
2582,ABM INTERNATIONAL LTD.,Rank 3
2583,TCM LTD.,Rank 3
2584,SONI MEDICARE LIMITED,Rank 3
2585,TINNA TRADE LIMITED,Rank 3
2586,"RAPICUT CARBIDES LTD.,",Rank 3
2587,LANCOR HOLDINGS LTD.,Rank 3
2588,SILVERPOINT INFRATECH LIMITED,Rank 3
2589,HARYANA CAPFIN LTD.,Rank 3
2590,EON ELECTRIC LTD,Rank 3
2591,ACTIVE CLOTHING CO  LIMITED,Rank 3
2592,GOLD LINE INTERNATIONAL FINVEST LIMITED,Rank 3
2593,ANGEL FIBERS LIMITED,Rank 3
2594,BHANDARI HOSIERY EXPORTS LTD.,Rank 3
2595,FEDDERS ELECTRIC AND ENGINEERING LIMITED,Rank 3
2596,CAMEX  LTD.,Rank 3
2597,WAA SOLAR LIMITED,Rank 3
2598,"MANGALAM TIMBER PRODUCTS LTD.,",Rank 3
2599,SWARNSARITA GEMS LIMITED,Rank 3
2600,PADMANABH ALLOYS & POLYMERS LTD.,Rank 3
2601,HB PORTFOLIO LTD.,Rank 3
2602,RONI HOUSEHOLDS LIMITED,Rank 3
2603,BALKRISHNA PAPER MILLS LTD,Rank 3
2604,GARMENT MANTRA LIFESTYLE LIMITED,Rank 3
2605,PUNJAB COMMUNICATIONS LIMITED,Rank 3
2606,RAVI KUMAR DISTILLERIES LIMITED,Rank 3
2607,NAGREEKA EXPORTS LTD.,Rank 3
2608,IGC INDUSTRIES LIMITED,Rank 3
2609,FLEXITUFF VENTURES INTERNATIONAL LIMITED,Rank 3
2610,LAFFAN SOFTWARE LIMITED,Rank 3
2611,NATIONAL GENERAL INDUSTRIES LTD.,Rank 3
2612,DIAMOND POWER INFRASTRUCTURE LIMITED,Rank 3
2613,PMC FINCORP LIMITED,Rank 3
2614,AANCHAL ISPAT LIMITED,Rank 3
2615,"TRADE WINGS LTD.,",Rank 3
2616,NIMBUS PROJECTS LIMITED,Rank 3
2617,VMV HOLIDAYS LIMITED,Rank 3
2618,SAI INDUSTRIES LTD.,Rank 3
2619,ADVANCE METERING TECHNOLOGY LIMITED,Rank 3
2620,ASSAM ENTRADE LIMITED,Rank 3
2621,TERRASCOPE VENTURES LIMITED,Rank 3
2622,KGN ENTERPRISES LIMITED,Rank 3
2623,HARI GOVIND INTERNATIONAL LTD.,Rank 3
2624,PACT INDUSTRIES LTD.,Rank 3
2625,KCD INDUSTRIES INDIA LIMITED,Rank 3
2626,MERIT CREDIT CORPORATION LIMITED,Rank 3
2627,CONSECUTIVE INVESTMENTS & TRADING COMPANY LIMITED,Rank 3
2628,CASTEX TECHNOLOGIES LIMITED,Rank 3
2629,"SOLID CONTAINERS LTD.,",Rank 3
2630,RISHI TECHTEX LIMITED,Rank 3
2631,RANJEET MECHATRONICS LIMITED,Rank 3
2632,KHANDWALA SECURITIES LTD.,Rank 3
2633,WALCHAND PEOPLEFIRST LIMITED,Rank 3
2634,RR METALMAKERS INDIA LIMITED,Rank 3
2635,ACME RESOURCES LIMITED,Rank 3
2636,NATURAL BIOCON (INDIA) LIMITED,Rank 3
2637,TINNA RUBBER AND INFRASTRUCTURE LIMITED,Rank 3
2638,INANI MARBLES & INDUSTRIES LTD.,Rank 3
2639,SPECTRUM FOODS LIMITED,Rank 3
2640,PRO FIN CAPITAL SERVICES LTD,Rank 3
2641,JETKING INFOTRAIN LTD.,Rank 3
2642,BS LIMITED,Rank 3
2643,KANCO TEA & INDUSTRIES LIMITED,Rank 3
2644,ARIHANT FOUNDATIONS & HOUSING LTD.,Rank 3
2645,IMP POWER LTD.,Rank 3
2646,TIAAN AYURVEDIC & HERBS LIMITED,Rank 3
2647,SAVEN TECHNOLOGIES LTD.,Rank 3
2648,IND-SWIFT LTD.,Rank 3
2649,LERTHAI FINANCE LIMITED,Rank 3
2650,"KARTIK INVESTMENTS TRUST LTD.,",Rank 3
2651,RATHI BARS LIMITED,Rank 3
2652,"AMALGAMATED ELECTRICITY CO. LTD.,",Rank 3
2653,POLYCHEM LTD,Rank 3
2654,SIMPLEX PROJECTS LIMITED,Rank 3
2655,SKP SECURITIES LTD.,Rank 3
2656,RANDER CORPORATION LTD.,Rank 3
2657,PRIME URBAN DEVELOPMENT INDIA LTD,Rank 3
2658,"ASIAN FOOD PRODUCTS LTD.,",Rank 3
2659,MEDINOVA DIAGNOSTIC SERVICES LTD.,Rank 3
2660,"KAPASHI COMMERCIALS LTD.,",Rank 3
2661,JAY MAHESH INFRAVENTURES LTD.,Rank 3
2662,ZENITH FIBRES LIMITED,Rank 3
2663,CHADHA PAPERS LTD.,Rank 3
2664,EASTERN GASES LIMITED,Rank 3
2665,INTERNATIONAL HOUSING FINANCE CORPO,Rank 3
2666,SHAH ALLOYS LIMITED,Rank 3
2667,INTEGRATED FINANCIAL SERVICES LTD.,Rank 3
2668,ASHNOOR TEXTILES MILLS LTD.,Rank 3
2669,MIC ELECTRONICS LIMITED,Rank 3
2670,"ENBEE TRADE & FINANCE LTD.,",Rank 3
2671,GALACTICO CORPORATE SERVICES LIMITED,Rank 3
2672,INFOMEDIA PRESS LIMITED,Rank 3
2673,WELCON INTERNATIONAL LIMITED,Rank 3
2674,LAKSHMI FINANCE & INDUSTRIAL CORPORATION LTD.,Rank 3
2675,FINE-LINE CIRCUITS LTD.,Rank 3
2676,OCEAN AGRO (INDIA) LIMITED,Rank 3
2677,COMFORT INTECH LTD,Rank 3
2678,HB ESTATE DEVELOPERS LTD.,Rank 3
2679,KILBURN CHEMICALS LTD.,Rank 3
2680,KENVI JEWELS LIMITED,Rank 3
2681,NRB INDUSTRIAL BEARINGS LIMITED,Rank 3
2682,PALRED TECHNOLOGIES LIMITED,Rank 3
2683,KARMA ENERGY LIMITED,Rank 3
2684,SUMEDHA FISCAL SERVICES LTD.,Rank 3
2685,PARNAX LAB LIMITED,Rank 3
2686,R J BIO-TECH LIMITED,Rank 3
2687,COSYN LIMITED,Rank 3
2688,GEM SPINNERS INDIA LTD,Rank 3
2689,"SMIFS CAPITAL MARKETS LTD.,",Rank 3
2690,HALDER VENTURE LIMITED,Rank 3
2691,ZODIAC-JRD-MKJ LTD.,Rank 3
2692,"BARODA RAYON CORPN. LTD.,",Rank 3
2693,APT PACKAGING LTD,Rank 3
2694,JINDAL PHOTO LIMITED,Rank 3
2695,POCL ENTERPRISES LTD,Rank 3
2696,MAXIMAA SYSTEMS LTD.,Rank 3
2697,AJCON GLOBAL SERVICES LTD.,Rank 3
2698,AGARWAL DUPLEX BOARD MILLS LIMITED,Rank 3
2699,SURYAAMBA SPINNING MILLS LIMITED,Rank 3
2700,TARANG PROJECTS AND CONSULTANT LIMITED.,Rank 3
2701,RAJSANKET REALTY LIMITED,Rank 3
2702,AJWA FUN WORLD & RESORTS LTD,Rank 3
2703,NEERAJ PAPER MARKETING LIMITED,Rank 3
2704,"MONOTYPE INDIA LTD.,",Rank 3
2705,RAJ OIL MILLS LIMITED,Rank 3
2706,NIRMITEE ROBOTICS INDIA LIMITED,Rank 3
2707,QUANTUM BUILD-TECH LIMITED,Rank 3
2708,SKY INDUSTRIES LTD,Rank 3
2709,PANORAMIC UNIVERSAL LIMITED,Rank 3
2710,KRYPTON INDUSTRIES LTD,Rank 3
2711,CALIFORNIA SOFTWARE CO. LTD.,Rank 3
2712,"SHREE BHAWANI PAPER MILLS LTD.,",Rank 3
2713,SUN TECHNO OVERSEAS LTD,Rank 3
2714,DIANA TEA CO.LTD.,Rank 3
2715,PENTAMEDIA GRAPHICS LTD,Rank 3
2716,NATIONAL STANDARD (INDIA) LIMITED,Rank 3
2717,JLA INFRAVILLE SHOPPERS LIMITED,Rank 3
2718,SILVERLINE TECHNOLOGIES LTD.,Rank 3
2719,KMG MILK FOOD LIMITED,Rank 3
2720,DYNAMIC INDUSTRIES LTD.,Rank 3
2721,"MEDI-CAPS LTD.,",Rank 3
2722,ELEGANT FLORICULTURE & AGROTECH (IN,Rank 3
2723,PATSPIN INDIA LTD.,Rank 3
2724,TWENTYFIRST CENTURY MANAGEMENT SERV,Rank 3
2725,MARTIN BURN LTD,Rank 3
2726,INTELLIVATE CAPITAL ADVISORS LIMITED,Rank 3
2727,RITHWIK FACILITY MANAGEMENT SERVICES LIMITED,Rank 3
2728,FANCY FITTINGS LIMITED,Rank 3
2729,INDO-GLOBAL ENTERPRISES LIMITED,Rank 3
2730,CENTENIAL SURGICAL SUTURE LTD.,Rank 3
2731,TAMILNADU STEEL TUBES LTD.,Rank 3
2732,SUN GRANITE EXPORT LIMITED,Rank 3
2733,SIMRAN FARMS LTD.,Rank 3
2734,TRC FINANCIAL SERVICES LTD.,Rank 3
2735,HIMALAYA GRANITES LTD.,Rank 3
2736,PRISM FINANCE LTD.,Rank 3
2737,VIVID GLOBAL INDUSTRIES LIMITED,Rank 3
2738,TRINITY TRADELINK LIMITED,Rank 3
2739,TULIP STAR HOTELS LTD.,Rank 3
2740,MODERN MALLEABLES LIMITED,Rank 3
2741,PHOENIX TOWNSHIP LIMITED,Rank 3
2742,DAIKAFFIL CHEMICALS INDIA LTD.,Rank 3
2743,ORIENT TRADELINK LTD.,Rank 3
2744,SVP HOUSING LIMITED,Rank 3
2745,BALURGHAT TECHNOLOGIES LTD.,Rank 3
2746,ROSELABS FINANCE LTD.,Rank 3
2747,GUJARAT CRAFT INDUSTRIES LTD.,Rank 3
2748,"GARNET CONSTRUCTION LTD.,",Rank 3
2749,GODAVARI DRUGS LTD.,Rank 3
2750,TRIDENT TOOLS LIMITED,Rank 3
2751,JAYKAY ENTERPRISES LIMITED,Rank 3
2752,NAYSAA SECURITIES LIMITED,Rank 3
2753,UNICK FIX-A- FORM AND PRINTERS LIMITED,Rank 3
2754,RAJNISH WELLNESS LIMITED,Rank 3
2755,JAGAN LAMPS LTD.,Rank 3
2756,GAYATRI TISSUE & PAPERS LTD,Rank 3
2757,STARLIT POWER SYSTEMS LIMITED,Rank 3
2758,CONFIDENCE FUTURISTIC ENERGETECH LIMITED,Rank 3
2759,GITANJALI GEMS LTD.,Rank 3
2760,CONCORD DRUGS LIMITED,Rank 3
2761,ADOR MULTIPRODUCTS LTD,Rank 3
2762,RAMINFO LIMITED,Rank 3
2763,SYSCHEM (INDIA) LTD.,Rank 3
2764,ARCHIT ORGANOSYS LIMITED,Rank 3
2765,M. K. EXIM (INDIA) LTD.,Rank 3
2766,INTERNATIONAL SECURITIES LIMITED,Rank 3
2767,"UNITED VAN DER HORST LTD.,",Rank 3
2768,"ORIENT BEVERAGES LTD.,",Rank 3
2769,RMC SWITCHGEARS LIMITED,Rank 3
2770,SIMPLEX REALTY LIMITED,Rank 3
2771,RAM MINERALS AND CHEMICALS LIMITED,Rank 3
2772,TRANWAY TECHNOLOGIES LIMITED,Rank 3
2773,"STI INDIA LTD.,",Rank 3
2774,"SINNAR BIDI UDYOG LTD.,",Rank 3
2775,SHILPI CABLE TECHNOLOGIES LIMITED,Rank 3
2776,"AUSTIN ENGINEERING CO. LTD.,",Rank 3
2777,QUADRANT TELEVENTURES LIMITED,Rank 3
2778,ADVANCE SYNTEX LIMITED,Rank 3
2779,HARIYANA METALS LTD.,Rank 3
2780,CYBERMATE INFOTEK LTD,Rank 3
2781,PANYAM CEMENTS & MINERAL INDS. LTD.,Rank 3
2782,CANOPY FINANCE LIMITED,Rank 3
2783,VIVID MERCANTILE LIMITED,Rank 3
2784,ALLIANCE INTEGRATED METALIKS LIMITED,Rank 3
2785,MUKAND ENGINEERS LTD.,Rank 3
2786,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,Rank 3
2787,HILTON METAL FORGING LIMITED,Rank 3
2788,LIME CHEMICALS LTD.,Rank 3
2789,VALSON INDUSTRIES LTD.,Rank 3
2790,RCI INDUSTRIES & TECHNOLOGIES LIMITED,Rank 3
2791,"S.V. TRADING & AGENCIES LTD.,",Rank 3
2792,"OLYMPIC OIL INDUSTRIES LTD.,",Rank 3
2793,BRADY & MORRIS ENGINEERING CO. LTD.,Rank 3
2794,ADVANCE LIFESTYLES LTD.,Rank 3
2795,"CHOWGULE STEAMSHIPS LTD.,",Rank 3
2796,ALFA TRANSFORMERS LTD.,Rank 3
2797,PRESSURE SENSITIVE SYSTEMS (INDIA),Rank 3
2798,TEJASSVI AAHARAM LIMITED,Rank 3
2799,CENTRAL CABLES LIMITED,Rank 3
2800,"ANUP MALLEABLE LTD.,",Rank 3
2801,STELLAR CAPITAL SERVICES LIMITED,Rank 3
2802,VEEJAY LAKSHMI ENGINEERING WORKS LT,Rank 3
2803,NITIN FIRE PROTECTION INDUSTRIES LIMITED,Rank 3
2804,MOHOTA INDUSTRIES LIMITED,Rank 3
2805,SURAJ PRODUCTS LTD.,Rank 3
2806,GEEFCEE FINANCE LTD.,Rank 3
2807,NEO INFRACON LTD.,Rank 3
2808,SWASTI VINAYAKA ART AND HERITAGE CORPORATION LTD,Rank 3
2809,BOSTON BIO SYSTEMS LTD.,Rank 3
2810,RUNEECHA TEXTILES LIMITED,Rank 3
2811,KRIPTOL INDUSTRIES LIMITED,Rank 3
2812,AKI INDIA LIMITED,Rank 3
2813,VAKSONS AUTOMOBILES LIMITED,Rank 3
2814,GUJARAT STATE FINANCIAL CORPORATION,Rank 3
2815,LYPSA GEMS & JEWELLERY LIMITED,Rank 3
2816,DIGJAM LIMITED,Rank 3
2817,IKF TECHNOLOGIES LTD.,Rank 3
2818,SELLWIN TRADERS LIMITED,Rank 3
2819,TIRUPATI STARCH & CHEMICALS LTD.,Rank 3
2820,ICL ORGANIC DAIRY PRODUCTS LIMITED,Rank 3
2821,D & H INDIA LIMITED,Rank 3
2822,PICCADILY SUGAR  & ALLIED LTD.,Rank 3
2823,MAGNUM VENTURES LIMITED,Rank 3
2824,GTN INDUSTRIES LIMITED,Rank 3
2825,"HARDCASTLE & WAUD MFG. CO. LTD.,",Rank 3
2826,JASH DEALMARK LIMITED,Rank 3
2827,"RAVALGAON SUGAR FARM LTD.,",Rank 3
2828,RITESH PROPERTIES & INDUSTRIES LTD,Rank 3
2829,OCEANAA BIOTEK INDUSTRIES LIMITED,Rank 3
2830,STERLING INTERNATIONAL ENTERPRISES LIMITED,Rank 3
2831,"AUTOPAL INDUSTRIES LTD.,",Rank 3
2832,SABOO BROTHERS LTD.,Rank 3
2833,RELIABLE VENTURES INDIA LTD,Rank 3
2834,SANDU PHARMACEUTICALS LTD.,Rank 3
2835,SAFAL HERBS LIMITED,Rank 3
2836,N.K.INDUSTRIES LTD.,Rank 3
2837,SANCO INDUSTRIES LTD.,Rank 3
2838,BEST EASTERN HOTELS LIMITED,Rank 3
2839,LEEL ELECTRICALS LIMITED,Rank 3
2840,UFM INDUSTRIES LTD,Rank 3
2841,SMC CREDITS LTD.,Rank 3
2842,ARIHANT CLASSIC FINANCE LIMITED,Rank 3
2843,ADROIT INFOTECH LIMITED,Rank 3
2844,MODERN STEELS LIMITED,Rank 3
2845,J.K.PHARMACHEM LTD.,Rank 3
2846,KUMAR WIRE CLOTH MANUFACTURING CO.,Rank 3
2847,ASHARI AGENCIES LIMITED,Rank 3
2848,GOLDEN CREST EDUCATION & SERVICES LIMITED,Rank 3
2849,RAUNAQ EPC INTERNATIONAL LIMITED,Rank 3
2850,BOTHRA METALS & ALLOYS LIMITED,Rank 3
2851,CAMSON BIO TECHNOLOGIES LTD,Rank 3
2852,VASWANI INDUSTRIES LIMITED,Rank 3
2853,GOENKA DIAMOND & JEWELS LTD,Rank 3
2854,ALEXANDER STAMPS AND COIN LIMITED,Rank 3
2855,"MARMAGOA STEELS LTD.,",Rank 3
2856,BINNY MILLS LIMITED,Rank 3
2857,JAMSHRI REALTY LIMITED,Rank 3
2858,RISHABH DIGHA STEEL AND ALLIED PROD,Rank 3
2859,EASTERN TREADS LTD.,Rank 3
2860,INCAP LTD,Rank 3
2861,KMS MEDISURGI LIMITED,Rank 3
2862,"HINDUSTAN EVEREST TOOLS LTD.,",Rank 3
2863,IMPALA INDUSTRIAL ENTERPRISES LIMITED,Rank 3
2864,ASHIRWAD STEELS & INDUSTRIES  LTD.,Rank 3
2865,GAUTAM EXIM LIMITED,Rank 3
2866,KIRTI INVESTMENTS LIMITED,Rank 3
2867,YAMINI INVESTMENTS COMPANY LIMITED,Rank 3
2868,SWOJAS ENERGY FOODS LTD.,Rank 3
2869,ROBERT RESOURCES LIMITED,Rank 3
2870,SHEKHAWATI POLY-YARN LIMITED,Rank 3
2871,SAMPRE NUTRITIONS LTD.,Rank 3
2872,"ELLORA PAPER MILLS LTD.,",Rank 3
2873,"MODERN INSULATORS LTD.,",Rank 3
2874,ESCORP ASSET MANAGEMENT LIMITED,Rank 3
2875,TEESTA AGRO INDUSTRIES LTD,Rank 3
2876,OPTIMUS FINANCE LIMITED,Rank 3
2877,BANSAL ROOFING PRODUCTS LIMITED,Rank 3
2878,TECHNOFAB ENGINEERING LIMITED,Rank 3
2879,ROOPSHRI RESORTS LIMITED,Rank 3
2880,INDIA STEEL WORKS LTD,Rank 3
2881,"BCC FUBA INDIA LTD.,",Rank 3
2882,ATHENA CONSTRUCTIONS LIMITED,Rank 3
2883,GOLKUNDA DIAMONDS & JEWELLERY LTD.,Rank 3
2884,NAGARJUNA OIL REFINERY LIMITED,Rank 3
2885,"HARYANA LEATHER CHEMICALS LTD.,",Rank 3
2886,KINTECH RENEWABLES LIMITED,Rank 3
2887,GANON PRODUCTS LIMITED,Rank 3
2888,KAVITA FABRICS LIMITED.,Rank 3
2889,STAMPEDE CAPITAL LIMITED,Rank 3
2890,SALORA INTERNATIONAL LIMITED,Rank 3
2891,MOUNT HOUSING AND INFRASTRUCTURE LIMITED,Rank 3
2892,STEADFAST CORPORATION LIMITED,Rank 3
2893,NARENDRA PROPERTIES LTD.,Rank 3
2894,GUJARAT NARMADA FLYASH CO. LTD.,Rank 3
2895,SYLPH TECHNOLOGIES LTD,Rank 3
2896,ASHOK ALCO-CHEM LTD.,Rank 3
2897,SHIVOM INVESTMENT & CONSULTANCY LIMITED,Rank 3
2898,SOLITAIRE MACHINE TOOLS LTD,Rank 3
2899,COUNTRY CONDO'S LTD,Rank 3
2900,OROSIL SMITHS INDIA LIMITED,Rank 3
2901,SIGACHI LABORATORIES LIMITED,Rank 3
2902,DQ ENTERTAINMENT (INTERNATIONAL) LIMITED,Rank 3
2903,DEEPJYOTI TEXTILES LIMITED,Rank 3
2904,BLAZON MARBLES LIMITED,Rank 3
2905,COCHIN MALABAR ESTATES & INDUS. LTD,Rank 3
2906,"HIMACHAL FIBRES LTD.,",Rank 3
2907,HATHWAY BHAWANI CABLETEL & DATACOM,Rank 3
2908,PHAARMASIA LIMITED.,Rank 3
2909,"HINDUSTAN FLUROCARBONS LTD.,",Rank 3
2910,SABOO SODIUM CHLORO LTD.,Rank 3
2911,B2B SOFTWARE TECHNOLOGIES LTD.,Rank 3
2912,VENLON ENTERPRISES LTD.,Rank 3
2913,DHOOT INDUSTRIAL FINANCE LTD.,Rank 3
2914,WINSOME BREWERIES LTD.,Rank 3
2915,SSF LIMITED,Rank 3
2916,BASANT INDIA LIMITED,Rank 3
2917,PARABOLIC DRUGS LTD,Rank 3
2918,SATHAVAHANA ISPAT LTD.,Rank 3
2919,OPERATIONAL ENERGY GROUP INDIA LIMITED,Rank 3
2920,"SHREE HARI CHEMICALS EXPORT LTD.,",Rank 3
2921,"DHANLAXMI COTEX LTD.,",Rank 3
2922,"JAYSHREE CHEMICALS LTD.,",Rank 3
2923,MINAL INDUSTRIES LIMITED,Rank 3
2924,"POLYMECHPLAST MACHINES LTD.,",Rank 3
2925,SIGRUN HOLDINGS LIMITED,Rank 3
2926,DHAMPURE SPECIALITY SUGARS LTD.,Rank 3
2927,APIS INDIA LTD,Rank 3
2928,SHANGAR DECOR LIMITED,Rank 3
2929,RO JEWELS LIMITED,Rank 3
2930,PANACHE INNOVATIONS LIMITED,Rank 3
2931,S.E. POWER LIMITED,Rank 3
2932,SATRA PROPERTIES(INDIA) LTD,Rank 3
2933,SK INTERNATIONAL EXPORT LIMITED,Rank 3
2934,SKYLINE MILLARS LTD,Rank 3
2935,"ASHIRWAD CAPITAL LTD.,",Rank 3
2936,NOVA IRON & STEEL LTD.,Rank 3
2937,DIGGI MULTITRADE LIMITED,Rank 3
2938,ENCASH ENTERTAINMENT LIMITED,Rank 3
2939,BHARATI DEFENCE AND INFRASTRUCTURE LTD,Rank 3
2940,GANESH FILMS INDIA LIMITED,Rank 3
2941,VITESSE AGRO LIMITED,Rank 3
2942,SRI KRISHNA CONSTRUCTIONS (INDIA) LIMITED,Rank 3
2943,NORTHLINK FISCAL AND CAPITAL SERVICES LTD.,Rank 3
2944,PRISM MEDICO AND PHARMACY LTD.,Rank 3
2945,SJ CORPORATION LIMITED,Rank 3
2946,MEWAR HI-TECH ENGINEERING LIMITED,Rank 3
2947,S.P.CAPITAL FINANCING LTD.,Rank 3
2948,"THACKER & CO. LTD.,",Rank 3
2949,"INDIA LEASE DEVL. LTD.,",Rank 3
2950,PHYTO CHEM (INDIA) LTD.,Rank 3
2951,COSPOWER ENGINEERING LIMITED,Rank 3
2952,GLOBAL OFFSHORE SERVICES LTD,Rank 3
2953,VSD CONFIN LTD.,Rank 3
2954,CDG PETCHEM LIMITED,Rank 3
2955,COASTAL ROADWAYS LTD.,Rank 3
2956,"RAJASTHAN PETRO SYNTHETICS LTD.,",Rank 3
2957,VIJAY SHANTHI BUILDERS LTD,Rank 3
2958,SUPRA PACIFIC MANAGEMENT CONSULTANCY LIMITED,Rank 3
2959,TARAI FOODS LTD.,Rank 3
2960,USHER AGRO LIMITED,Rank 3
2961,"S & S POWER SWITCHGEARS LTD.,",Rank 3
2962,HINDUSTAN HARDY LIMITED,Rank 3
2963,UNIVERSAL STARCH-CHEM ALLIED LTD.,Rank 3
2964,SETUBANDHAN INFRASTRUCTURE LIMITED,Rank 3
2965,EMERALD LEASING FINANCE & INVESTMENT COMPANY LIMITED,Rank 3
2966,V R WOODART LTD,Rank 3
2967,SALGUTI INDUSTRIES LTD.,Rank 3
2968,USG TECH SOLUTIONS LTD,Rank 3
2969,LAFFANS PETROCHEMICALS LTD.,Rank 3
2970,ACTION FINANCIAL SERVICES (INDIA) L,Rank 3
2971,GENESIS IBRC INDIA LIMITED,Rank 3
2972,THAKRAL SERVICES (INDIA) LIMITED,Rank 3
2973,PAZEL INTERNATIONAL LIMITED,Rank 3
2974,EXCEL REALTY N INFRA LIMITED,Rank 3
2975,MEENAKSHI ENTERPRISES LTD.,Rank 3
2976,ONTIC FINSERVE LIMITED,Rank 3
2977,"MODERN SYNTEX (INDIA) LTD.,",Rank 3
2978,MPIL CORPORATION LIMITED,Rank 3
2979,TREND ELECTRONICS LIMITED,Rank 3
2980,FILTRA CONSULTANTS AND ENGINEERS LIMITED,Rank 3
2981,"NIRAV COMMERCIALS LTD.,",Rank 3
2982,VENTURA TEXTILES LTD.,Rank 3
2983,SHARPLINE BROADCAST LIMITED,Rank 3
2984,VELAN HOTELS LTD.,Rank 3
2985,RRIL LIMITED,Rank 3
2986,MEFCOM CAPITAL MARKETS LTD.,Rank 3
2987,VAS INFRASTRUCTURE  LTD.,Rank 3
2988,QGO FINANCE LIMITED,Rank 3
2989,MUDUNURU LIMITED,Rank 3
2990,DATIWARE MARITIME INFRA LIMITED,Rank 3
