,Company_name,Rank
2991,RESURGERE MINES & MINERALS INDIA LIMITED,Rank 3
2992,PARVATI SWEETNERS AND POWER LTD.,Rank 3
2993,SARUP INDUSTRIES LIMITED,Rank 3
2994,ALPHA GRAPHIC INDIA LTD.,Rank 3
2995,VASUNDHARA RASAYANS LTD.,Rank 3
2996,DRA CONSULTANTS LIMITED,Rank 3
2997,INNOVASSYNTH INVESTMENTS LIMITED,Rank 3
2998,NISHTHA FINANCE AND INVESTMENT (INDIA) LIMITED,Rank 3
2999,JAGAT TRADING ENTERPRISES LIMITED,Rank 3
3000,INTELLIVATE CAPITAL VENTURES LIMITED,Rank 3
3001,KKRRAFTON DEVELOPERS LIMITED,Rank 3
3002,"STONE INDIA LTD.,",Rank 3
3003,WELLESLEY CORPORATION LTD,Rank 3
3004,PACE AUTOMATION LIMITED,Rank 3
3005,YASH MANAGEMENT & SATELLITE LTD.,Rank 3
3006,ALFA ICA (INDIA) LTD,Rank 3
3007,NOBLE EXPLOCHEM LTD.,Rank 3
3008,TREJHARA SOLUTIONS LIMITED,Rank 3
3009,INSTA FINANCE LIMITED,Rank 3
3010,CHEMTECH INDUSTRIAL VALVES LIMITED,Rank 3
3011,UNISHIRE URBAN INFRA LIMITED,Rank 3
3012,BURNPUR CEMENT LIMITED,Rank 3
3013,TYROON TEA CO. LTD.,Rank 3
3014,SHREE GANESH ELASTOPLAST LTD,Rank 3
3015,NIJJER AGRO FOOD LTD.,Rank 3
3016,JAMES HOTELS LTD.,Rank 3
3017,ALLIED COMPUTERS INTERNATIONAL (ASIA) LIMITED,Rank 3
3018,LAKHOTIA POLYESTERS (INDIA) LIMITED,Rank 3
3019,H.S.INDIA LTD.,Rank 3
3020,"JSL INDUSTRIES LTD.,",Rank 3
3021,KHAITAN (INDIA) LTD.,Rank 3
3022,MORARKA FINANCE LTD.,Rank 3
3023,BHANOT CONSTRUCTION & HOUSING LIMITED,Rank 3
3024,GOKAK TEXTILES LTD.,Rank 3
3025,SEZAL GLASS LIMITED,Rank 3
3026,SAM INDUSTRIES LTD.,Rank 3
3027,INDO PACIFIC PROJECTS LIMITED,Rank 3
3028,NARAINGARH SUGAR MILLS LTD.,Rank 3
3029,NETRIPPLES SOFTWARE LIMITED,Rank 3
3030,VINYOFLEX LTD.,Rank 3
3031,U. P. ASBESTOS LIMITED,Rank 3
3032,DHANADA CORPORATIN LIMITED,Rank 3
3033,CAPTAIN PIPES LIMITED,Rank 3
3034,UNIMERS INDIA LTD.,Rank 3
3035,REGENCY INVESTMENTS LIMITED,Rank 3
3036,RADICO KHAITAN FINANCE LIMITED,Rank 3
3037,AVON MERCANTILE LTD.,Rank 3
3038,7SEAS TECHNOLOGIES LIMITED,Rank 3
3039,PANJON LTD.,Rank 3
3040,MOHIT PAPER MILLS LTD.,Rank 3
3041,AMIN TANNERY LIMITED,Rank 3
3042,PROGRESSIVE FINLEASE LIMITED,Rank 3
3043,"ROLCON ENGINEERING CO. LTD.,",Rank 3
3044,KOTIA ENTERPRISES LIMITED,Rank 3
3045,VALUE INDUSTRIES LIMITED,Rank 3
3046,BHAGYASHREE LEASING & FINANCE LTD.,Rank 3
3047,SIROHIA & SONS LIMITED,Rank 3
3048,KUMAR AUTOCAST LIMITED,Rank 3
3049,SANATHNAGAR ENTERPRISES LIMITED,Rank 3
3050,NATIONAL STEEL & AGRO INDUSTRIES LTD.,Rank 3
3051,SUPERIOR FINLEASE LIMITED,Rank 3
3052,HARISH TEXTILE ENGINEERS LIMITED,Rank 3
3053,MANSI FINANCE (CHENNAI) LTD,Rank 3
3054,OLYMPIC CARDS LIMITED,Rank 3
3055,AKS CREDITS LIMITED,Rank 3
3056,IITL PROJECTS LIMITED,Rank 3
3057,SOLID STONE COMPANY LTD.,Rank 3
3058,TITAN SECURITIES LTD.,Rank 3
3059,SCINTILLA COMMERCIAL & CREDIT  LIMITED,Rank 3
3060,INDO EURO INDCHEM LIMITED,Rank 3
3061,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.,Rank 3
3062,EL FORGE LTD.,Rank 3
3063,SADHNA BROADCAST LTD,Rank 3
3064,MAJESTIC RESEARCH SERVICES AND SOLUTIONS LIMITED,Rank 3
3065,SURYA INDIA LIMITED,Rank 3
3066,ONELIFE CAPITAL ADVISORS LTD,Rank 3
3067,YUG DECOR LIMITED,Rank 3
3068,JAYANT MERCANTILE CO. LTD,Rank 3
3069,3P LAND HOLDINGS LTD.,Rank 3
3070,NAGREEKA CAPITAL & INFRASTRUCTURE LIMITED,Rank 3
3071,CITADEL REALTY AND DEVELOPERS LIMITED,Rank 3
3072,FENOPLAST LTD.,Rank 3
3073,TEXPLAST INDUSTRIES LTD.,Rank 3
3074,CREMICA AGRO FOODS LIMITED,Rank 3
3075,CHD DEVELOPERS LTD,Rank 3
3076,ANUROOP PACKAGING LIMITED,Rank 3
3077,RAJ PACKAGING INDUSTRIES LTD.,Rank 3
3078,INDIA GREEN REALITY LIMITED,Rank 3
3079,"PRABHU STEEL INDUSTRIES LTD.,",Rank 3
3080,SHUKRA BULLIONS LIMITED,Rank 3
3081,SANGAL PAPERS LTD.,Rank 3
3082,GAYATRI BIOORGANICS LTD,Rank 3
3083,EURO LEDER FASHION LTD.,Rank 3
3084,HILLRIDGE INVESTMENTS LIMITED,Rank 3
3085,TGB BANQUETS AND HOTELS LIMITED,Rank 3
3086,AD-MANUM FINANCE LTD,Rank 3
3087,RANJAN POLYSTERS LIMITED,Rank 3
3088,DILIGENT INDUSTRIES LIMITED,Rank 3
3089,ENVAIR ELECTRODYNE LTD.,Rank 3
3090,PRIMA INDUSTRIES LTD.,Rank 3
3091,IMEC SERVICES LIMITED,Rank 3
3092,AAYUSH FOOD AND HERBS LIMITED,Rank 3
3093,BANGALORE FORT FARMS LIMITED,Rank 3
3094,BOSTON TEKNOWSYS (INDIA) LIMITED,Rank 3
3095,SWATI PROJECTS LIMITED,Rank 3
3096,VEER ENERGY & INFRASTRUCTURE LIMITED,Rank 3
3097,BLS INFOTECH LIMITED,Rank 3
3098,SHYAM TELECOM LTD.,Rank 3
3099,MANRAJ HOUSING FINANCE LTD.,Rank 3
3100,TRANSWARRANTY FINANCE LIMITED,Rank 3
3101,BEEKAY NIRYAT LIMITED,Rank 3
3102,PHOTON CAPITAL ADVISORS LTD,Rank 3
3103,SWITCHING TECHNOLOGIES GUNTHER LTD.,Rank 3
3104,HEMANG RESOURCES LIMITED,Rank 3
3105,BCL ENTERPRISES LIMITED,Rank 3
3106,UPASANA FINANCE LTD.,Rank 3
3107,DTL INDIA HOLDINGS LIMITED,Rank 3
3108,V.B.C. FERRO ALLOYS LTD.,Rank 3
3109,TASHI INDIA LTD.,Rank 3
3110,KONARK SYNTHETICS  LTD,Rank 3
3111,RISA INTERNATIONAL LIMITED,Rank 3
3112,PARMAX PHARMA LIMITED,Rank 3
3113,TCI FINANCE LIMITED,Rank 3
3114,"OSCAR INVESTMENTS LTD.,",Rank 3
3115,GENESIS DEVELOPERS AND HOLDINGS LIMITED,Rank 3
3116,B.N.RATHI SECURITIES LTD.,Rank 3
3117,POOJA ENTERTAINMENT AND FILMS LTD.,Rank 3
3118,SOMA TEXTILE & INDUSTRIES LTD,Rank 3
3119,HARDOLI PAPER MILLS LIMITED,Rank 3
3120,PARENTERAL DRUG (INDIA) LTD.,Rank 3
3121,EMPEE DISTILLERIES LTD,Rank 3
3122,"RAMA PAPER MILLS LIMITED,",Rank 3
3123,UMIYA TUBES LIMITED,Rank 3
3124,JVL AGRO INDUSTRIES LIMITED,Rank 3
3125,INTERLINK PETROLEUM LTD.,Rank 3
3126,MEDIAONE GLOBAL ENTERTAINMENT LIMITED,Rank 3
3127,JUMBO BAG LTD.,Rank 3
3128,MODERN DAIRIES LTD.,Rank 3
3129,MARIS SPINNERS LTD.,Rank 3
3130,SPICY ENTERTAINMENT AND MEDIA LIMITED,Rank 3
3131,TRICOM FRUIT PRODUCTS LIMITED,Rank 3
3132,CAPROLACTAM CHEMICALS LTD.,Rank 3
3133,ALFAVISION OVERSEAS (INDIA) LTD.,Rank 3
3134,HI-TECH WINDING SYSTEMS LIMITED,Rank 3
3135,"VAPI PAPER MILLS LTD.,",Rank 3
3136,MUKTA AGRICULTURE LIMITED,Rank 3
3137,UNITED CREDIT LTD.,Rank 3
3138,AMBITION MICA LIMITED,Rank 3
3139,CCL INTERNATIONAL LTD,Rank 3
3140,ACEWIN AGRITECK LIMITED,Rank 3
3141,BILLWIN INDUSTRIES LIMITED,Rank 3
3142,NATRAJ PROTEINS LTD.,Rank 3
3143,OMKAR SPECIALITY CHEMICALS LIMITED,Rank 3
3144,"SHYAMKAMAL INVESTMENTS LTD.,",Rank 3
3145,ESCORTS FINANCE LTD.,Rank 3
3146,RISHI LASER  LTD.,Rank 3
3147,SUMERU INDUSTRIES LTD.,Rank 3
3148,IM+ CAPITALS LIMITED,Rank 3
3149,ROXY EXPORTS LIMITED,Rank 3
3150,RADHEY TRADE HOLDING LIMITED,Rank 3
3151,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LTD.,Rank 3
3152,"VOLTAIRE LEASING & FINANCE LTD.,",Rank 3
3153,GOTHI PLASCON (INDIA) LTD.,Rank 3
3154,ACE SOFTWARE EXPORTS LTD.,Rank 3
3155,AMCO INDIA LTD.,Rank 3
3156,INDUS FINANCE LIMITED,Rank 3
3157,TULASEE BIO-ETHANOL LTD.,Rank 3
3158,DION GLOBAL SOLUTIONS LIMITED,Rank 3
3159,"SCINDIA STEAM NAVIGATION CO. LTD.,",Rank 3
3160,SWORD-EDGE COMMERCIALS LIMITED,Rank 3
3161,PECOS HOTELS AND PUBS LIMITED,Rank 3
3162,7SEAS ENTERTAINMENT LIMITED,Rank 3
3163,A.K. SPINTEX LTD.,Rank 3
3164,"DALAL STREET INVESTMENTS LTD.,",Rank 3
3165,VISAGAR POLYTEX LTD,Rank 3
3166,CRANES SOFTWARE INTERNATIONAL LTD.,Rank 3
3167,MENA MANI INDUSTRIES LIMITED,Rank 3
3168,SOUTH EAST AGRO INDUSTRIES LTD.,Rank 3
3169,ITL FINLEASE & SECURITIES LIMITED,Rank 3
3170,JINDAL COTEX LIMITED,Rank 3
3171,SECUNDERABAD HEALTH CARE LTD.,Rank 3
3172,VISCO TRADE ASSOCIATES LTD,Rank 3
3173,BSEL INFRASTRUCTURE REALTY LTD.,Rank 3
3174,AADHAAR VENTURES INDIA LIMITED,Rank 3
3175,SENBO INDUSTRIES LTD.,Rank 3
3176,ROSELABS LIMITED,Rank 3
3177,RAMASIGNS INDUSTRIES LIMITED,Rank 3
3178,GAYATRI HIGHWAYS LTD,Rank 3
3179,"ADDI INDUSTRIES LTD.,",Rank 3
3180,USHDEV INTERNATIONAL LTD,Rank 3
3181,GLANCE FINANCE LTD.,Rank 3
3182,BRAWN BIOTECH LIMITED,Rank 3
3183,SANGHVI BRANDS LIMITED,Rank 3
3184,KHAITAN ELECTRICALS LTD,Rank 3
3185,SHAHI SHIPPING LIMITED,Rank 3
3186,DR. M INDUSCORP LIMITED,Rank 3
3187,"JYOTI LTD.,",Rank 3
3188,CELLA SPACE LIMITED,Rank 3
3189,PALCO METALS LIMITED,Rank 3
3190,"INDTRADECO LTD.,",Rank 3
3191,LCC INFOTECH LTD.,Rank 3
3192,MEDICO INTERCONTINENTAL LIMITED,Rank 3
3193,"PASUPATI SPG. & WVG. MILLS LTD.,",Rank 3
3194,OSWAL MINERALS LIMITED,Rank 3
3195,O. P. CHAINS LIMITED,Rank 3
3196,GTV ENGINEERING LIMITED,Rank 3
3197,RIDDHI STEEL AND TUBE LIMITED,Rank 3
3198,MVL LIMITED,Rank 3
3199,HISAR SPINNING MILLS LTD,Rank 3
3200,UNISYS SOFTWARES AND HOLDINGS INDUS,Rank 3
3201,"VARDHMAN POLYTEX LTD.,",Rank 3
3202,SUNSHINE CAPITAL LTD.,Rank 3
3203,BHASKAR AGROCHEMICALS LTD.,Rank 3
3204,CITY PULSE MULTIPLEX LIMITED,Rank 3
3205,ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,Rank 3
3206,DUKE OFFSHORE LTD.,Rank 3
3207,SHREE VATSAA FINANCE & LEASING LTD.,Rank 3
3208,ALCHEMIST REALTY LTD,Rank 3
3209,SHRI RAJIVLOCHAN OIL EXTRACTION LTD,Rank 3
3210,ROOPA INDUSTRIES LTD.,Rank 3
3211,U. H. ZAVERI LIMITED,Rank 3
3212,SOUTHERN LATEX LTD.,Rank 3
3213,RASI ELECTRODES LTD.,Rank 3
3214,DJS STOCK & SHARES LTD.,Rank 3
3215,GOLDEN CAPITAL SERVICES LIMITED,Rank 3
3216,VERTEX SECURITIES LTD.,Rank 3
3217,VIMAL OIL & FOODS LTD.,Rank 3
3218,SRI NANDAA SPINNERS LIMITED,Rank 3
3219,"GRAND FOUNDRY LTD.,",Rank 3
3220,MEGA FIN (INDIA) LTD.,Rank 3
3221,AMRAPALI CAPITAL AND FINANCE SERVICES LIMITED,Rank 3
3222,DISHA RESOURCES LIMITED,Rank 3
3223,SATYA SHYAM TRADING LIMITED,Rank 3
3224,STANDARD SURFACTANTS LTD.,Rank 3
3225,"SAGAR TOURIST RESORTS LTD.,",Rank 3
3226,VIRTUAL GLOBAL EDUCATION LTD.,Rank 3
3227,GTN TEXTILES LTD. (FORMERLY KNOWN AS GTN INDUSTRIES LTD.),Rank 3
3228,INTERWORLD DIGITAL LTD.,Rank 3
3229,SUN AND SHINE WORLDWIDE LTD,Rank 3
3230,HILIKS TECHNOLOGIES LIMITED,Rank 3
3231,ADITYA SPINNERS LTD.,Rank 3
3232,BERVIN INVESTMENTS AND LEASING LTD.,Rank 3
3233,ECOBOARD INDUSTRIES LTD,Rank 3
3234,SUNIL AGRO FOODS LTD.,Rank 3
3235,JYOTIRGAMYA ENTERPRISES LIMITED,Rank 3
3236,ZR INFRA LIMITED,Rank 3
3237,R.R.FINANCIAL CONSULTANTS LTD.,Rank 3
3238,TOKYO FINANCE LTD.,Rank 3
3239,SURANA INDUSTRIES LTD.,Rank 3
3240,SAMYAK INTERNATIONAL LIMITED,Rank 3
3241,KAISER CORPORATION LIMITED,Rank 3
3242,SRI AMARNATH FINANCE LIMITED,Rank 3
3243,NANDINI TEXCOM (INDIA) LIMITED,Rank 3
3244,NPR FINANCE LTD.,Rank 3
3245,BLUE COAST HOTELS LTD,Rank 3
3246,EUROTEX INDUSTRIES & EXPORTS LTD.,Rank 3
3247,SANRHEA TECHNICAL TEXTILES LTD.,Rank 3
3248,SHRI MAHALAXMI AGRICULTURAL DEVELOPMENT LIMITED,Rank 3
3249,"H.P. COTTON TEXTILE MILLS LTD.,",Rank 3
3250,LADAM AFFORTABLE HOUSING LIMITED,Rank 3
3251,GIAN LIFE CARE LIMITED,Rank 3
3252,KD LEISURES LIMITED,Rank 3
3253,KAMANWALA HOUSING CONSTRUCTION LTD,Rank 3
3254,CONART ENGINEERS LTD.,Rank 3
3255,ACCUVANT ADVISORY SERVICES LIMITED,Rank 3
3256,MFL INDIA LTD,Rank 3
3257,ADHARSHILA CAPITAL SERVICES LIMITED,Rank 3
3258,ECS BIZTECH LIMITED,Rank 3
3259,AMBICA AGARBATHIES & AROMA IND. LTD.,Rank 3
3260,NEW LIGHT APPARELS LIMTED,Rank 3
3261,MAHESH DEVELOPERS LIMITED,Rank 3
3262,MASK INVESTMENTS LTD.,Rank 3
3263,UNIWORTH TEXTILES LTD.,Rank 3
3264,"LINKHOUSE INDUSTRIES LTD.,",Rank 3
3265,ANKA INDIA LTD.,Rank 3
3266,MATHEW EASOW RESEARCH SECURITIES LT,Rank 3
3267,OMNITEX INDUSTRIES (INDIA) LTD.,Rank 3
3268,CHOKSI LABORATORIES LTD.,Rank 3
3269,SEA GOLD AQUA FARMS LTD.,Rank 3
3270,FLORA CORPORATION LIMITED,Rank 3
3271,SPISYS LIMITED,Rank 3
3272,TRINITY LEAGUE INDIA LIMITED,Rank 3
3273,ASYA INFOSOFT LIMITED,Rank 3
3274,SURYACHAKRA POWER CORPORATION LTD.,Rank 3
3275,UTIQUE ENTERPRISES LIMITED,Rank 3
3276,SHREE KARTHIK PAPERS LTD.,Rank 3
3277,"MALABAR TRADING CO. LTD.,",Rank 3
3278,GALLOPS ENTERPRISE  LIMITED,Rank 3
3279,UNIVERSAL CREDIT & SECURITIES LTD.,Rank 3
3280,OJSWI TRADES INVESTMENT AND FINANCE LIMITED,Rank 3
3281,RAVILEELA GRANITES LIMITED,Rank 3
3282,SHUKRA PHARMACEUTICALS LIMITED,Rank 3
3283,NUWAY ORGANIC NATURALS (INDIA) LTD.,Rank 3
3284,NIRAJ ISPAT INDUSTRIES LTD.,Rank 3
3285,KRA LEASING LIMITED,Rank 3
3286,STEELCO GUJARAT LTD,Rank 3
3287,TELECANOR GLOBAL LIMITED,Rank 3
3288,MORGAN VENTURES LTD.,Rank 3
3289,AMS POLYMERS LIMITED,Rank 3
3290,GLOBAL KNITFAB LTD.,Rank 3
3291,SHRADHA INDUSTRIES LIMITED,Rank 3
3292,SAIANAND COMMERCIAL LIMITED,Rank 3
3293,HIPOLIN LTD.,Rank 3
3294,KJMC CORPORATE ADVISORS (INDIA) LTD.,Rank 3
3295,ECONO TRADE (INDIA) LIMITED,Rank 3
3296,ANTARCTICA LTD.,Rank 3
3297,ASIAN TEA & EXPORTS LTD.,Rank 3
3298,AVON LIFESCIENCES LIMITED,Rank 3
3299,LIBORD FINANCE LIMITED,Rank 3
3300,OLYMPIA INDUSTRIES LTD.,Rank 3
3301,SOUTHERN ISPAT AND ENERGY LTD,Rank 3
3302,EASUN CAPITAL MARKETS LIMITED,Rank 3
3303,RAJ IRRIGATION PIPES & FITTINGS LTD,Rank 3
3304,FORTUNE INTERNATIONAL LTD.,Rank 3
3305,EVERGREEN TEXTILES LIMITED,Rank 3
3306,MODEX INTERNATIONAL SECURITIES LTD.,Rank 3
3307,"RATHI STEEL & POWER LTD,",Rank 3
3308,PRAKASH STEELAGE LIMITED,Rank 3
3309,"EXCEL GLASSES LTD.,",Rank 3
3310,INANI SECURITIES LTD.,Rank 3
3311,HAWA ENGINEERS LTD.,Rank 3
3312,RAMA PETROCHEMICALS LTD,Rank 3
3313,LINK PHARMA CHEM LTD.,Rank 3
3314,INFO-DRIVE SOFTWARE LTD.,Rank 3
3315,"GONTERMANN PEIPERS (INDIA) LTD.,",Rank 3
3316,NEXUS COMMODITIES & TECHNOLOGIES LTD.,Rank 3
3317,HUMMING BIRD EDUCATION LIMITED,Rank 3
3318,EASUN REYROLLE LTD.,Rank 3
3319,IKAB SECURITIES & INVESTMENT LTD.,Rank 3
3320,SUJALA TRADING & HOLDINGS LTD.,Rank 3
3321,VICEROY HOTELS LTD.,Rank 3
3322,SUDAL INDUSTRIES LIMITED,Rank 3
3323,EASTERN SILK INDUSTRIES LIMITED,Rank 3
3324,ASHIANA ISPAT LIMITED,Rank 3
3325,PAOS INDUSTRIES LIMITED,Rank 3
3326,"SUNIL INDUSTRIES LTD.,",Rank 3
3327,AMIT INTERNATIONAL LTD.,Rank 3
3328,JMD VENTURES LIMITED,Rank 3
3329,ARUNA HOTELS LTD.,Rank 3
3330,TAMILNADU JAIBHARAT MILLS LTD,Rank 3
3331,"ESSAR INVESTMENTS LTD.,",Rank 3
3332,SOPHIA TRAEXPO LIMITED,Rank 3
3333,TARINI INTERNATIONAL LIMITED,Rank 3
3334,TALWALKARS BETTER VALUE FITNESS LIMITED,Rank 3
3335,REFNOL RESINS & CHEMICALS LTD.,Rank 3
3336,ZENITH BIRLA (INDIA) LIMITED,Rank 3
3337,SHABA CHEMICALS LTD.,Rank 3
3338,MEYER APPAREL LIMITED,Rank 3
3339,NALIN LEASE FINANCE LTD.,Rank 3
3340,MILESTONE FURNITURE LIMITED,Rank 3
3341,VAMSHI RUBBER LTD.,Rank 3
3342,TAAZA INTERNATIONAL LIMITED,Rank 3
3343,VCU DATA MANAGEMENT LIMITED,Rank 3
3344,VERTICAL INDUSTRIES LIMITED,Rank 3
3345,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.,Rank 3
3346,UNIROYAL INDUSTRIES LTD,Rank 3
3347,UNION QUALITY PLASTICS LTD.,Rank 3
3348,GORANI INDUSTRIES LTD.,Rank 3
3349,B&B REALTY LIMITED,Rank 3
3350,JAINEX AAMCOL LTD.,Rank 3
3351,LIPPI SYSTEMS LTD.,Rank 3
3352,"WEIZMANN FINCORP LTD.,",Rank 3
3353,DYNAMIC ARCHISTRUCTURES LIMITED,Rank 3
3354,TROMBO EXTRACTIONS LIMITED,Rank 3
3355,TARAPUR TRANSFORMERS LIMITED,Rank 3
3356,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,Rank 3
3357,SMITHS & FOUNDERS (INDIA) LIMITED,Rank 3
3358,ROHIT FERRO-TECH LTD.,Rank 3
3359,ANKIT METAL  & POWER LIMITED,Rank 3
3360,"PET PLASTICS LTD.,",Rank 3
3361,BLOOM DEKOR LTD.,Rank 3
3362,MRC EXIM LIMITED,Rank 3
3363,"MULTIPLUS HOLDINGS LTD.,",Rank 3
3364,C & C CONSTRUCTIONS LTD.,Rank 3
3365,NDA SECURITIES LTD.,Rank 3
3366,EMMESSAR BIOTECH & NUTRITION LTD.,Rank 3
3367,GUJARAT TERCE LABORATORIES LTD,Rank 3
3368,KANUNGO FINANCIERS LIMITED,Rank 3
3369,STERLING POWERGENSYS LIMITED,Rank 3
3370,POLO HOTELS LTD.,Rank 3
3371,AVAILABLE FINANCE LTD.,Rank 3
3372,PADMANABH INDUSTRIES LIMITED,Rank 3
3373,ANKUR MARKETING LIMITED,Rank 3
3374,RAINBOW FOUNDATIONS LTD,Rank 3
3375,AUSTRAL COKE & PROJECTS LIMITED,Rank 3
3376,PCS TECHNOLOGY LTD.,Rank 3
3377,AMARNATH SECURITIES LTD.,Rank 3
3378,ZENITH HEALTH CARE LTD.,Rank 3
3379,FRONTLINE CORPORATION LIMITED,Rank 3
3380,DWITIYA TRADING LIMITED,Rank 3
3381,PROVESTMENT SERVICES LIMITED,Rank 3
3382,ESS DEE ALUMINIUM LIMITED,Rank 3
3383,MAFATLAL LUBRICANTS LTD.,Rank 3
3384,ABG SHIPYARD LTD.,Rank 3
3385,ADHUNIK METALIKS LTD.,Rank 3
3386,PARAMOUNT COSMETICS (INDIA) LTD,Rank 3
3387,BIJOY HANS LTD,Rank 3
3388,RETRO GREEN REVOLUTION LIMITED,Rank 3
3389,TYPHOON FINANCIAL SERVICES LIMITED,Rank 3
3390,CLASSIC FILAMENTS LIMITED,Rank 3
3391,MARG PROJECTS AND INFRASTRUCTURE LIMITED,Rank 3
3392,"ACROW (INDIA) LTD.,",Rank 3
3393,TAYLORMADE RENEWABLES LIMITED,Rank 3
3394,KALYANI COMMERCIALS LTD.,Rank 3
3395,CUBICAL FINANCIAL SERVICES LTD.,Rank 3
3396,SUBHASH SILK MILLS LTD.,Rank 3
3397,CHANDRA PRABHU INTERNATIONAL LTD.,Rank 3
3398,SUPREMEX SHINE STEELS LIMITED,Rank 3
3399,"SPECIALITY PAPERS LTD.,",Rank 3
3400,RAMPUR FERTILIZERS LIMITED,Rank 3
3401,PARKER AGRO CHEM EXPORT LTD.,Rank 3
3402,SRU STEELS LIMITED,Rank 3
3403,ASIANLAKTO INDUSTRIES LIMITED,Rank 3
3404,N.D.METAL INDUSTRIES LTD,Rank 3
3405,SHARMA EAST INDIA HOSPITALS AND RES,Rank 3
3406,KREON FINNANCIAL SERVICES LIMITED,Rank 3
3407,"YASH TRADING & FINANCE LTD.,",Rank 3
3408,SOFCOM SYSTEMS LIMITED,Rank 3
3409,ZICOM ELECTRONIC SECURITY SYSTEMS L,Rank 3
3410,SPICE ISLANDS APPARELS LTD.,Rank 3
3411,SHREE TULSI ONLINE.COM LTD,Rank 3
3412,MINDVISION CAPITAL LTD,Rank 3
3413,POCHIRAJU   INDUSTRIES LIMITED,Rank 3
3414,INTERACTIVE FINANCIAL SERVICES LIMITED,Rank 3
3415,CRESSANDA SOLUTIONS LTD.,Rank 3
3416,UNIROYAL MARINE EXPORTS LTD.,Rank 3
3417,REGALIAA REALTY LTD.,Rank 3
3418,VIDLI RESTAURANTS LIMITED,Rank 3
3419,PITHAMPUR POLY PRODUCTS LTD.,Rank 3
3420,REGENT ENTERPRISES LIMITED,Rank 3
3421,STEEL STRIPS INFRASTRUCTURES LIMITED,Rank 3
3422,PERFECT-OCTAVE MEDIA PROJECTS LTD,Rank 3
3423,RELSTRUCT BUILDCON LIMITED,Rank 3
3424,CYBELE  INDUSTRIES LIMITED,Rank 3
3425,MARYADA COMMERCIAL ENTERPRISES & INVESTMENT CO LTD,Rank 3
3426,LEE & NEE SOFTWARES (EXPORTS) LTD.,Rank 3
3427,NEO CORP INTERNATIONAL LTD,Rank 3
3428,ARYAVAN ENTERPRISE LIMITED,Rank 3
3429,INDIA CEMENTS CAPITAL LIMITED,Rank 3
3430,DUROPACK LTD,Rank 3
3431,DATAR SWITCHGEAR LTD.,Rank 3
3432,AAR COMMERCIAL COMPANY LIMITED,Rank 3
3433,ONESOURCE IDEAS VENTURE LIMITED,Rank 3
3434,JHANDEWALAS FOODS LIMITED,Rank 3
3435,KEY CORP LTD,Rank 3
3436,UNIMODE OVERSEAS LTD.,Rank 3
3437,SPAN DIVERGENT LIMITED,Rank 3
3438,RAJASTHAN TUBE MFG. CO,Rank 3
3439,JDS FINANCE COMPANY LIMITED,Rank 3
3440,K K FINCORP LIMITED,Rank 3
3441,GUJARAT POLY ELECTRONICS LIMITED,Rank 3
3442,KIDS MEDICAL SYSTEMS LIMITED,Rank 3
3443,TAI INDUSTRIES LTD.,Rank 3
3444,NAKODA LIMITED,Rank 3
3445,SPLENDID METAL PRODUCTS LIMITED,Rank 3
3446,SULABH ENGINEERS & SERVICES LIMITED,Rank 3
3447,JAYATMA ENTERPRISES LIMITED,Rank 3
3448,PARAS PETROFILS LTD.,Rank 3
3449,CEETA INDUSTRIES LTD.,Rank 3
3450,HOWARD HOTELS LIMITED,Rank 3
3451,PRAVEG COMMUNICATIONS (INDIA) LIMITED,Rank 3
3452,STARLITE COMPONENTS LTD.,Rank 3
3453,SHARP INVESTMENTS LTD,Rank 3
3454,PREMIER PIPES LIMITED,Rank 3
3455,"VISHVA-VISHAL ENGINEERING LTD.,",Rank 3
3456,S.S.ORGANICS LTD.,Rank 3
3457,WORLDWIDE ALUMINIUM LIMITED,Rank 3
3458,JSG LEASING LIMITED,Rank 3
3459,SPACENET ENTERPRISES INDIA LTD.,Rank 3
3460,VALLABH STEELS LTD,Rank 3
3461,"REDEX PROTECH LTD.,",Rank 3
3462,FACOR STEELS LIMITED,Rank 3
3463,PSL LIMITED,Rank 3
3464,MILESTONE GLOBAL LIMITED,Rank 3
3465,POLYMAC THERMOFORMERS LIMITED,Rank 3
3466,DHANALAXMI ROTO SPINNERS LTD.,Rank 3
3467,TAVERNIER RESOURCES LIMITED,Rank 3
3468,SILVER OAK (INDIA) LTD.,Rank 3
3469,QUASAR INDIA LIMITED,Rank 3
3470,RELIC TECHNOLOGIES LTD.,Rank 3
3471,SARTHAK INDUSTRIES LTD.,Rank 3
3472,JACKSON INVESTMENTS LIMITED,Rank 3
3473,AMRADEEP INDUSTRIES LTD.,Rank 3
3474,PURSHOTTAM INVESTOFIN LIMITED,Rank 3
3475,"NEYCER INDIA LTD.,",Rank 3
3476,SHARANAM INFRAPROJECT AND TRADING LIMITED,Rank 3
3477,ADVIK CAPITAL LIMITED,Rank 3
3478,QUALITY SYNTHETIC INDUSTRIES LIMITED,Rank 3
3479,RADAAN MEDIAWORKS (I) LIMITED,Rank 3
3480,HASTI FINANCE LTD.,Rank 3
